I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.05,0.042,0.092,0.003,-0.071,0.067,-0.06,-0.056,-0.085,-0.035,-0.03,-0.012
-0.062,0.046,0.108,0.007,-0.085,0.077,-0.06,-0.055,-0.085,-0.035,-0.029,-0.015
-0.06,0.05,0.11,0.005,-0.085,0.08,-0.06,-0.055,-0.085,-0.035,-0.025,-0.015
-0.056,0.054,0.11,0.001,-0.084,0.081,-0.06,-0.055,-0.085,-0.039,-0.025,-0.015
-0.05,0.059,0.109,-0.004,-0.08,0.084,-0.06,-0.055,-0.085,-0.04,-0.025,-0.018
-0.053,0.059,0.112,-0.003,-0.083,0.085,-0.06,-0.055,-0.085,-0.04,-0.025,-0.021
-0.052,0.063,0.115,-0.006,-0.084,0.089,-0.059,-0.055,-0.085,-0.04,-0.025,-0.02
-0.035,0.08,0.115,-0.023,-0.075,0.097,-0.055,-0.055,-0.085,-0.04,-0.025,-0.02
-0.038,0.077,0.114,-0.02,-0.077,0.096,-0.055,-0.055,-0.085,-0.04,-0.025,-0.024
-0.044,0.074,0.118,-0.015,-0.082,0.096,-0.055,-0.058,-0.085,-0.043,-0.025,-0.026
-0.045,0.075,0.12,-0.015,-0.083,0.097,-0.055,-0.061,-0.085,-0.046,-0.025,-0.024
-0.046,0.075,0.121,-0.015,-0.084,0.098,-0.055,-0.06,-0.086,-0.045,-0.025,-0.026
-0.05,0.075,0.125,-0.013,-0.088,0.1,-0.055,-0.06,-0.09,-0.045,-0.025,-0.03
-0.048,0.075,0.123,-0.014,-0.086,0.099,-0.055,-0.06,-0.09,-0.045,-0.025,-0.03
-0.063,0.075,0.138,-0.007,-0.101,0.106,-0.055,-0.06,-0.093,-0.046,-0.026,-0.03
-0.07,0.075,0.145,-0.003,-0.108,0.11,-0.055,-0.06,-0.095,-0.043,-0.023,-0.03
-0.064,0.075,0.139,-0.005,-0.102,0.107,-0.055,-0.06,-0.096,-0.04,-0.02,-0.029
-0.065,0.075,0.14,-0.005,-0.103,0.107,-0.055,-0.06,-0.1,-0.04,-0.02,-0.025
-0.065,0.075,0.14,-0.005,-0.103,0.107,-0.055,-0.064,-0.101,-0.04,-0.02,-0.025
-0.065,0.075,0.14,-0.005,-0.103,0.107,-0.055,-0.065,-0.097,-0.04,-0.02,-0.025
-0.063,0.075,0.138,-0.006,-0.101,0.106,-0.055,-0.065,-0.095,-0.04,-0.02,-0.025
-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.055,-0.065,-0.095,-0.04,-0.02,-0.025
-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.055,-0.065,-0.095,-0.04,-0.02,-0.025
-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.055,-0.065,-0.095,-0.04,-0.02,-0.021
-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.055,-0.065,-0.095,-0.037,-0.02,-0.02
-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.055,-0.065,-0.095,-0.034,-0.02,-0.02
-0.059,0.075,0.134,-0.008,-0.097,0.105,-0.055,-0.066,-0.095,-0.035,-0.02,-0.02
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.055,-0.07,-0.095,-0.035,-0.02,-0.02
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.055,-0.07,-0.091,-0.035,-0.02,-0.02
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.055,-0.07,-0.09,-0.035,-0.017,-0.021
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.055,-0.07,-0.09,-0.035,-0.014,-0.018
-0.054,0.075,0.129,-0.011,-0.092,0.102,-0.055,-0.07,-0.09,-0.035,-0.015,-0.015
-0.05,0.075,0.125,-0.013,-0.088,0.1,-0.055,-0.07,-0.09,-0.035,-0.015,-0.015
-0.05,0.075,0.125,-0.013,-0.088,0.1,-0.055,-0.07,-0.09,-0.031,-0.015,-0.015
-0.05,0.076,0.125,-0.013,-0.088,0.1,-0.058,-0.07,-0.09,-0.03,-0.015,-0.015
-0.052,0.073,0.125,-0.011,-0.089,0.099,-0.061,-0.07,-0.09,-0.03,-0.015,-0.015
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.06,-0.069,-0.089,-0.03,-0.015,-0.014
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.06,-0.065,-0.085,-0.03,-0.015,-0.01
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.06,-0.065,-0.085,-0.03,-0.015,-0.01
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.057,-0.065,-0.085,-0.03,-0.015,-0.01
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.054,-0.065,-0.085,-0.03,-0.015,-0.01
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.055,-0.065,-0.085,-0.03,-0.015,-0.01
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.055,-0.065,-0.085,-0.03,-0.015,-0.01
-0.055,0.07,0.125,-0.008,-0.09,0.097,-0.055,-0.061,-0.085,-0.034,-0.015,-0.01
-0.058,0.067,0.125,-0.005,-0.092,0.096,-0.055,-0.06,-0.085,-0.035,-0.015,-0.013
-0.061,0.064,0.125,-0.002,-0.093,0.095,-0.055,-0.06,-0.085,-0.035,-0.015,-0.016
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.06,-0.085,-0.035,-0.015,-0.015
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.06,-0.085,-0.035,-0.015,-0.015
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.06,-0.085,-0.035,-0.015,-0.015
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.061,-0.085,-0.035,-0.015,-0.015
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.058,-0.085,-0.035,-0.015,-0.015
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.055,-0.085,-0.035,-0.015,-0.015
-0.06,0.065,0.125,-0.003,-0.093,0.095,-0.055,-0.055,-0.085,-0.035,-0.015,-0.015
-0.064,0.061,0.125,0.001,-0.095,0.092,-0.051,-0.055,-0.085,-0.035,-0.015,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.055,-0.085,-0.035,-0.015,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.055,-0.085,-0.035,-0.014,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.054,-0.085,-0.035,-0.016,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.05,-0.085,-0.035,-0.025,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.05,-0.085,-0.035,-0.034,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.05,-0.085,-0.035,-0.033,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.05,-0.085,-0.035,-0.029,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.05,-0.085,-0.035,-0.03,-0.015
-0.065,0.06,0.125,0.002,-0.095,0.092,-0.05,-0.05,-0.085,-0.035,-0.03,-0.015
-0.061,0.064,0.125,-0.002,-0.093,0.095,-0.05,-0.05,-0.085,-0.035,-0.03,-0.015
-0.059,0.065,0.124,-0.004,-0.092,0.095,-0.05,-0.053,-0.085,-0.035,-0.03,-0.015
-0.062,0.065,0.127,-0.002,-0.095,0.096,-0.05,-0.056,-0.085,-0.035,-0.03,-0.015
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.03,-0.015
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.03,-0.015
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.026,-0.015
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.025,-0.015
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.025,-0.015
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.025,-0.016
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.025,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.085,-0.035,-0.025,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.054,-0.088,-0.035,-0.025,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.057,-0.091,-0.035,-0.025,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.06,-0.09,-0.035,-0.024,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.06,-0.09,-0.035,-0.02,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.06,-0.09,-0.035,-0.02,-0.02
-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.06,-0.09,-0.035,-0.02,-0.019
-0.064,0.066,0.13,-0.001,-0.097,0.098,-0.05,-0.06,-0.09,-0.035,-0.02,-0.022
-0.059,0.071,0.13,-0.006,-0.094,0.101,-0.05,-0.06,-0.09,-0.035,-0.02,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.06,-0.09,-0.035,-0.02,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.06,-0.09,-0.039,-0.02,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.06,-0.09,-0.04,-0.02,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.06,-0.09,-0.042,-0.02,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.059,-0.091,-0.046,-0.019,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.055,-0.095,-0.045,-0.015,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.055,-0.095,-0.041,-0.015,-0.025
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.055,-0.095,-0.039,-0.012,-0.028
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.055,-0.095,-0.041,-0.009,-0.031
-0.056,0.075,0.131,-0.01,-0.094,0.102,-0.05,-0.054,-0.095,-0.039,-0.01,-0.03
-0.055,0.075,0.13,-0.01,-0.093,0.102,-0.05,-0.05,-0.095,-0.035,-0.01,-0.03
-0.048,0.075,0.124,-0.014,-0.086,0.099,-0.05,-0.05,-0.099,-0.035,-0.006,-0.03
-0.066,0.074,0.14,-0.004,-0.104,0.107,-0.053,-0.05,-0.1,-0.035,-0.004,-0.03
-0.073,0.078,0.151,-0.003,-0.113,0.114,-0.055,-0.05,-0.1,-0.035,-0.006,-0.03
-0.056,0.087,0.143,-0.016,-0.1,0.115,-0.056,-0.05,-0.1,-0.034,-0.004,-0.03
-0.05,0.09,0.14,-0.02,-0.095,0.115,-0.06,-0.05,-0.1,-0.03,0.0,-0.03
-0.049,0.088,0.137,-0.02,-0.093,0.112,-0.061,-0.046,-0.1,-0.03,0.0,-0.031
-0.026,0.103,0.13,-0.039,-0.078,0.116,-0.057,-0.045,-0.097,-0.031,-0.001,-0.024
-0.043,0.108,0.151,-0.033,-0.097,0.129,-0.055,-0.045,-0.093,-0.028,0.002,-0.018
-0.069,0.099,0.168,-0.015,-0.118,0.133,-0.054,-0.045,-0.089,-0.025,0.005,-0.013
-0.035,0.095,0.13,-0.03,-0.083,0.112,-0.05,-0.045,-0.085,-0.025,0.005,-0.005
-0.035,0.064,0.099,-0.015,-0.068,0.082,-0.05,-0.045,-0.081,-0.025,0.004,-0.001
-0.057,0.031,0.088,0.012,-0.073,0.059,-0.047,-0.042,-0.076,-0.026,0.008,0.006
-0.068,0.014,0.081,0.026,-0.074,0.047,-0.045,-0.039,-0.075,-0.023,0.01,0.012
-0.064,0.009,0.073,0.027,-0.068,0.041,-0.044,-0.04,-0.074,-0.02,0.011,0.016
-0.06,0.005,0.065,0.027,-0.063,0.035,-0.04,-0.04,-0.07,-0.02,0.015,0.02
-0.056,0.001,0.057,0.027,-0.057,0.029,-0.04,-0.04,-0.07,-0.02,0.015,0.02
-0.052,-0.003,0.049,0.027,-0.05,0.023,-0.041,-0.037,-0.07,-0.02,0.018,0.023
-0.05,-0.007,0.043,0.028,-0.046,0.018,-0.038,-0.034,-0.07,-0.02,0.021,0.026
-0.05,-0.011,0.039,0.03,-0.044,0.014,-0.035,-0.035,-0.07,-0.019,0.02,0.025
-0.05,-0.015,0.035,0.032,-0.042,0.01,-0.035,-0.035,-0.07,-0.015,0.02,0.025
-0.054,-0.023,0.031,0.039,-0.042,0.003,-0.035,-0.035,-0.066,-0.015,0.024,0.029
-0.055,-0.028,0.026,0.041,-0.041,-0.001,-0.032,-0.036,-0.065,-0.015,0.025,0.031
-0.057,-0.032,0.025,0.044,-0.041,-0.003,-0.029,-0.033,-0.065,-0.015,0.027,0.029
-0.06,-0.036,0.024,0.048,-0.042,-0.006,-0.03,-0.03,-0.065,-0.015,0.03,0.031
-0.06,-0.04,0.02,0.05,-0.04,-0.01,-0.03,-0.03,-0.065,-0.015,0.03,0.035
-0.06,-0.044,0.016,0.052,-0.037,-0.014,-0.026,-0.03,-0.065,-0.015,0.034,0.035
-0.06,-0.045,0.015,0.052,-0.037,-0.015,-0.024,-0.031,-0.066,-0.012,0.036,0.034
-0.058,-0.045,0.013,0.051,-0.035,-0.015,-0.026,-0.028,-0.063,-0.009,0.034,0.037
-0.054,-0.045,0.009,0.049,-0.031,-0.018,-0.024,-0.025,-0.06,-0.01,0.036,0.04
-0.05,-0.045,0.005,0.047,-0.027,-0.02,-0.02,-0.025,-0.06,-0.01,0.04,0.04
-0.048,-0.045,0.003,0.046,-0.025,-0.021,-0.02,-0.025,-0.06,-0.01,0.04,0.04
-0.065,-0.044,0.021,0.055,-0.043,-0.011,-0.021,-0.025,-0.06,-0.011,0.04,0.037
-0.078,-0.047,0.031,0.062,-0.054,-0.007,-0.018,-0.025,-0.06,-0.008,0.04,0.034
-0.074,-0.05,0.023,0.062,-0.048,-0.013,-0.015,-0.024,-0.059,-0.005,0.04,0.035
-0.07,-0.05,0.02,0.06,-0.045,-0.015,-0.015,-0.02,-0.055,-0.005,0.04,0.035
-0.07,-0.05,0.02,0.06,-0.045,-0.015,-0.015,-0.02,-0.055,-0.005,0.04,0.035
-0.067,-0.05,0.017,0.058,-0.042,-0.016,-0.012,-0.02,-0.055,-0.005,0.043,0.035
-0.065,-0.05,0.015,0.057,-0.04,-0.017,-0.01,-0.02,-0.055,-0.005,0.046,0.035
-0.064,-0.05,0.015,0.057,-0.039,-0.017,-0.01,-0.02,-0.055,-0.005,0.045,0.035
-0.06,-0.05,0.01,0.055,-0.035,-0.02,-0.01,-0.02,-0.055,-0.005,0.045,0.035
-0.06,-0.054,0.005,0.057,-0.032,-0.024,-0.01,-0.016,-0.055,-0.001,0.045,0.035
-0.061,-0.055,0.005,0.057,-0.032,-0.025,-0.007,-0.015,-0.052,0.001,0.045,0.035
-0.058,-0.055,0.003,0.056,-0.03,-0.026,-0.004,-0.015,-0.049,-0.001,0.045,0.035
-0.055,-0.055,0.0,0.055,-0.027,-0.027,-0.005,-0.015,-0.05,0.001,0.046,0.035
-0.055,-0.055,0.0,0.055,-0.027,-0.027,-0.005,-0.015,-0.05,0.005,0.05,0.035
-0.048,-0.055,-0.008,0.051,-0.019,-0.031,-0.005,-0.015,-0.046,0.005,0.05,0.031
-0.038,-0.054,-0.016,0.046,-0.01,-0.034,-0.002,-0.016,-0.045,0.004,0.05,0.03
-0.035,-0.059,-0.024,0.047,-0.005,-0.041,0.001,-0.013,-0.045,0.007,0.05,0.03
-0.044,-0.075,-0.031,0.059,-0.006,-0.053,0.0,-0.01,-0.045,0.01,0.05,0.03
-0.055,-0.09,-0.035,0.073,-0.01,-0.062,0.0,-0.01,-0.045,0.01,0.05,0.03
-0.043,-0.083,-0.039,0.063,-0.002,-0.061,0.0,-0.01,-0.041,0.01,0.05,0.03
-0.036,-0.076,-0.04,0.056,0.003,-0.058,0.003,-0.01,-0.039,0.011,0.05,0.03
-0.034,-0.074,-0.04,0.054,0.003,-0.056,0.006,-0.01,-0.041,0.008,0.05,0.03
-0.028,-0.068,-0.04,0.048,0.006,-0.054,0.005,-0.009,-0.039,0.005,0.05,0.03
-0.02,-0.06,-0.04,0.04,0.01,-0.05,0.005,-0.005,-0.035,0.005,0.05,0.03
-0.016,-0.056,-0.04,0.036,0.012,-0.047,0.005,-0.005,-0.035,0.005,0.05,0.03
-0.012,-0.052,-0.04,0.032,0.015,-0.046,0.004,-0.005,-0.035,0.005,0.05,0.03
-0.01,-0.048,-0.038,0.029,0.015,-0.043,0.007,-0.005,-0.035,0.005,0.05,0.03
-0.01,-0.044,-0.034,0.027,0.012,-0.039,0.01,-0.005,-0.034,0.005,0.05,0.031
-0.01,-0.04,-0.03,0.025,0.01,-0.035,0.01,-0.005,-0.03,0.005,0.05,0.035
-0.01,-0.036,-0.026,0.023,0.008,-0.031,0.01,-0.006,-0.03,0.005,0.05,0.035
-0.01,-0.032,-0.022,0.021,0.006,-0.027,0.009,0.001,-0.03,0.005,0.05,0.038
-0.009,-0.027,-0.018,0.019,0.004,-0.023,0.012,0.008,-0.03,0.005,0.05,0.041
-0.011,-0.025,-0.014,0.019,0.002,-0.019,0.015,0.011,-0.029,0.005,0.05,0.039
-0.015,-0.025,-0.01,0.02,-0.002,-0.017,0.015,0.015,-0.025,0.005,0.05,0.035
-0.007,-0.016,-0.009,0.012,0.001,-0.012,0.015,0.019,-0.025,0.001,0.05,0.035
-0.001,-0.016,-0.015,0.008,0.007,-0.015,0.015,0.023,-0.026,0.0,0.05,0.032
-0.001,0.009,0.01,-0.004,-0.005,0.009,0.015,0.028,-0.023,0.0,0.05,0.03
-0.007,0.063,0.071,-0.029,-0.039,0.067,0.014,0.029,-0.02,0.0,0.05,0.029
-0.01,0.105,0.115,-0.048,-0.063,0.11,0.01,0.02,-0.02,0.0,0.05,0.025
0.006,0.123,0.117,-0.065,-0.056,0.12,0.01,0.011,-0.02,0.0,0.05,0.025
-0.018,0.127,0.145,-0.054,-0.082,0.135,0.011,0.007,-0.024,0.0,0.05,0.022
-0.024,0.139,0.162,-0.057,-0.093,0.15,0.008,0.002,-0.037,0.0,0.05,0.02
-0.003,0.15,0.154,-0.074,-0.079,0.152,0.004,-0.007,-0.045,0.0,0.05,0.019
-0.015,0.14,0.155,-0.063,-0.085,0.147,0.005,-0.015,-0.04,0.0,0.05,0.015
-0.018,0.133,0.151,-0.058,-0.085,0.142,0.006,-0.02,-0.04,0.0,0.05,0.014
-0.001,0.149,0.15,-0.074,-0.075,0.149,-0.003,-0.018,-0.037,-0.001,0.051,0.024
0.018,0.167,0.149,-0.093,-0.065,0.158,-0.017,-0.013,-0.035,0.005,0.048,0.035
0.035,0.179,0.144,-0.107,-0.055,0.161,-0.027,-0.009,-0.034,0.018,0.054,0.042
0.055,0.2,0.145,-0.128,-0.045,0.172,-0.035,-0.005,-0.03,0.025,0.075,0.05
0.067,0.226,0.16,-0.147,-0.046,0.192,-0.047,-0.001,-0.03,0.033,0.072,0.059
0.046,0.229,0.183,-0.138,-0.068,0.205,-0.06,0.003,-0.027,0.043,0.066,0.058
0.034,0.224,0.191,-0.129,-0.079,0.207,-0.069,0.008,-0.025,0.042,0.063,0.052
0.041,0.224,0.183,-0.133,-0.072,0.204,-0.077,0.009,-0.025,0.034,0.06,0.05
0.04,0.22,0.18,-0.13,-0.07,0.2,-0.09,0.0,-0.02,0.03,0.06,0.05
0.044,0.22,0.176,-0.133,-0.066,0.198,-0.108,-0.008,-0.018,0.022,0.056,0.046
0.045,0.217,0.172,-0.131,-0.064,0.194,-0.139,-0.016,-0.032,0.017,0.051,0.045
0.047,0.215,0.168,-0.131,-0.061,0.191,-0.15,-0.024,-0.044,0.011,0.05,0.044
0.05,0.214,0.164,-0.132,-0.058,0.189,-0.138,-0.032,-0.046,0.004,0.049,0.039
0.04,0.205,0.165,-0.123,-0.063,0.185,-0.135,-0.04,-0.05,0.0,0.045,0.035
0.023,0.201,0.178,-0.112,-0.078,0.19,-0.131,-0.044,-0.054,-0.008,0.04,0.035
0.016,0.194,0.178,-0.105,-0.081,0.186,-0.127,-0.052,-0.057,-0.017,0.041,0.032
0.013,0.188,0.174,-0.101,-0.081,0.181,-0.123,-0.054,-0.066,-0.022,0.036,0.03
0.009,0.183,0.174,-0.096,-0.083,0.179,-0.119,-0.049,-0.077,-0.027,0.029,0.029
0.005,0.175,0.17,-0.09,-0.083,0.172,-0.115,-0.05,-0.08,-0.035,0.025,0.02
0.001,0.171,0.17,-0.086,-0.085,0.171,-0.111,-0.05,-0.084,-0.043,0.017,0.016
-0.003,0.164,0.167,-0.081,-0.085,0.165,-0.11,-0.05,-0.089,-0.048,0.012,0.009
-0.007,0.157,0.165,-0.076,-0.086,0.161,-0.111,-0.05,-0.09,-0.052,0.006,0.003
-0.011,0.154,0.165,-0.072,-0.088,0.16,-0.109,-0.05,-0.091,-0.055,-0.001,-0.002
-0.01,0.15,0.16,-0.07,-0.085,0.155,-0.105,-0.05,-0.095,-0.055,-0.005,-0.01
-0.01,0.146,0.156,-0.068,-0.084,0.151,-0.105,-0.05,-0.095,-0.055,-0.009,-0.014
-0.043,0.142,0.185,-0.049,-0.115,0.163,-0.106,-0.05,-0.098,-0.055,-0.01,-0.018
-0.064,0.138,0.202,-0.037,-0.133,0.17,-0.103,-0.05,-0.101,-0.055,-0.012,-0.022
-0.06,0.134,0.194,-0.038,-0.127,0.164,-0.1,-0.049,-0.1,-0.055,-0.015,-0.026
-0.065,0.13,0.195,-0.033,-0.13,0.162,-0.1,-0.05,-0.1,-0.055,-0.015,-0.03
-0.065,0.13,0.195,-0.033,-0.13,0.162,-0.1,-0.066,-0.104,-0.063,-0.019,-0.034
-0.064,0.131,0.195,-0.034,-0.13,0.162,-0.1,-0.075,-0.106,-0.069,-0.021,-0.038
-0.067,0.128,0.195,-0.031,-0.131,0.161,-0.098,-0.075,-0.104,-0.072,-0.019,-0.041
-0.07,0.125,0.195,-0.028,-0.133,0.16,-0.095,-0.076,-0.107,-0.076,-0.021,-0.04
-0.07,0.125,0.195,-0.028,-0.133,0.16,-0.095,-0.08,-0.115,-0.08,-0.025,-0.04
-0.07,0.125,0.195,-0.028,-0.133,0.16,-0.095,-0.08,-0.119,-0.08,-0.025,-0.044
-0.069,0.126,0.195,-0.029,-0.133,0.16,-0.092,-0.083,-0.123,-0.083,-0.028,-0.045
-0.072,0.123,0.195,-0.026,-0.134,0.159,-0.089,-0.085,-0.128,-0.085,-0.03,-0.045
-0.075,0.12,0.195,-0.023,-0.135,0.157,-0.09,-0.086,-0.13,-0.086,-0.031,-0.044
-0.075,0.12,0.195,-0.023,-0.135,0.157,-0.09,-0.09,-0.13,-0.09,-0.035,-0.04
-0.075,0.12,0.195,-0.023,-0.135,0.157,-0.086,-0.09,-0.134,-0.09,-0.035,-0.04
-0.075,0.12,0.195,-0.023,-0.135,0.157,-0.084,-0.093,-0.135,-0.093,-0.035,-0.04
-0.077,0.118,0.195,-0.021,-0.136,0.156,-0.086,-0.096,-0.137,-0.096,-0.035,-0.04
-0.081,0.115,0.195,-0.017,-0.139,0.155,-0.084,-0.095,-0.141,-0.094,-0.035,-0.04
-0.08,0.115,0.195,-0.018,-0.138,0.155,-0.08,-0.095,-0.14,-0.09,-0.035,-0.04
-0.077,0.115,0.193,-0.02,-0.135,0.154,-0.08,-0.095,-0.136,-0.09,-0.035,-0.04
-0.1,0.112,0.211,-0.006,-0.156,0.162,-0.081,-0.092,-0.135,-0.09,-0.035,-0.04
-0.11,0.11,0.219,0.0,-0.164,0.164,-0.078,-0.09,-0.135,-0.09,-0.035,-0.04
-0.098,0.11,0.208,-0.006,-0.153,0.159,-0.075,-0.089,-0.135,-0.09,-0.035,-0.04
-0.095,0.11,0.205,-0.008,-0.15,0.157,-0.075,-0.085,-0.135,-0.09,-0.035,-0.04
-0.086,0.11,0.197,-0.013,-0.142,0.153,-0.075,-0.085,-0.135,-0.09,-0.035,-0.04
-0.085,0.107,0.192,-0.011,-0.139,0.149,-0.072,-0.086,-0.132,-0.091,-0.035,-0.04
-0.082,0.105,0.186,-0.011,-0.135,0.145,-0.069,-0.083,-0.129,-0.088,-0.035,-0.04
-0.073,0.105,0.178,-0.016,-0.126,0.141,-0.071,-0.08,-0.13,-0.085,-0.035,-0.04
-0.07,0.105,0.175,-0.018,-0.123,0.14,-0.07,-0.08,-0.13,-0.085,-0.035,-0.04
-0.071,0.106,0.177,-0.018,-0.124,0.141,-0.062,-0.076,-0.129,-0.085,-0.035,-0.039
-0.099,0.099,0.198,-0.001,-0.149,0.148,-0.057,-0.073,-0.132,-0.085,-0.034,-0.043
-0.108,0.093,0.201,0.007,-0.155,0.147,-0.05,-0.08,-0.121,-0.085,-0.039,-0.044
-0.092,0.088,0.18,0.002,-0.136,0.134,-0.045,-0.065,-0.101,-0.085,-0.046,-0.047
-0.09,0.08,0.17,0.005,-0.13,0.125,-0.04,-0.005,-0.08,-0.085,-0.055,-0.065
-0.09,0.076,0.166,0.007,-0.128,0.121,-0.005,0.045,-0.017,-0.087,-0.077,-0.089
-0.092,0.07,0.162,0.011,-0.127,0.115,0.028,0.12,0.044,-0.066,-0.076,-0.11
-0.1,0.06,0.16,0.02,-0.13,0.109,0.067,0.209,0.114,-0.037,-0.067,-0.113
-0.095,0.064,0.16,0.015,-0.127,0.112,0.108,0.307,0.211,-0.005,-0.063,-0.103
-0.06,0.095,0.155,-0.018,-0.108,0.125,0.13,0.425,0.32,0.04,-0.055,-0.1
-0.028,0.122,0.15,-0.047,-0.09,0.135,0.141,0.527,0.422,0.08,-0.055,-0.091
-0.025,0.127,0.152,-0.051,-0.088,0.139,0.123,0.529,0.425,0.119,-0.014,-0.09
-0.002,0.141,0.143,-0.07,-0.072,0.142,0.103,0.399,0.309,0.162,0.038,-0.069
0.054,0.191,0.137,-0.123,-0.042,0.164,0.073,0.183,0.136,0.214,0.101,-0.006
0.1,0.27,0.17,-0.185,-0.035,0.22,-0.01,-0.085,-0.045,0.285,0.215,0.085
0.152,0.373,0.221,-0.262,-0.035,0.297,-0.14,-0.455,-0.26,0.399,0.351,0.201
0.272,0.518,0.246,-0.395,0.013,0.382,-0.347,-0.883,-0.471,0.561,0.523,0.352
0.36,0.68,0.321,-0.52,0.019,0.501,-0.544,-1.264,-0.636,0.786,0.736,0.535
0.408,0.85,0.442,-0.63,-0.017,0.646,-0.718,-1.593,-0.804,1.025,0.967,0.736
0.5,1.035,0.535,-0.768,-0.018,0.785,-0.92,-1.935,-1.03,1.23,1.19,0.935
0.541,1.202,0.661,-0.871,-0.06,0.932,-1.098,-2.265,-1.257,1.457,1.408,1.11
0.522,1.346,0.825,-0.934,-0.151,1.085,-1.307,-2.547,-1.495,1.68,1.604,1.264
0.525,1.466,0.94,-0.996,-0.208,1.203,-1.524,-2.83,-1.712,1.888,1.768,1.383
0.535,1.518,0.982,-1.027,-0.224,1.25,-1.673,-3.047,-1.857,2.071,1.863,1.434
0.46,1.455,0.995,-0.958,-0.268,1.225,-1.725,-3.085,-1.91,2.16,1.845,1.405
0.328,1.28,0.952,-0.804,-0.312,1.115,-1.689,-3.008,-1.906,2.029,1.698,1.303
0.207,0.973,0.766,-0.59,-0.28,0.869,-1.522,-2.811,-1.946,1.567,1.309,1.044
0.087,0.625,0.538,-0.357,-0.226,0.582,-1.304,-2.559,-1.982,0.933,0.817,0.724
